EVY,,34 Squadron, Royal Australian Air Force,Australia,,
,EVE,Air Evex,SUNBEAM,Germany,
,EVR,Aeronautical Academy of Europe,DIANA,Portugal,
,EWE,Eurowings Europe,,Austria,
,EXG,Air Exchange,EXCHANGE,United States,
,FAC,Atlantic Helicopters,FAROECOPTER,Denmark,
,FAG,Argentine Air Force,FUAER,Argentina,
PC,FAJ,Air Fiji,FIJIAIR,Fiji,defunct
,FAN,AF-Air International,FANBIRD,Angola,
,FBW,Aviation Data Systems,,United States,
,FCI,Air Carriers,FAST CHECK,United States,
,FCO,Aerofrisco,AEROFRISCO,Mexico,
,FCU,Alfa 4,,Mexico,
,FDA,African Airlines,AIR SANKORE,Mali,
,FDS,African Medical and Research Foundation,FLYDOC,Kenya,
,FGT,Aero Freight,FREIAERO,Mexico,
,FIC,Aerosafin,AEROSAFIN,Mexico,
OF,FIF,Air Finland,AIR FINLAND,Finland,
,FII,Aerodata Flight Inspection,FLIGHT CHECKER,Germany,ICAO code no longer allocated
,FIX,Airfix Aviation,AIRFIX,Finland,
FJ,FJI,Fiji Airways,PACIFIC,Fiji,
,FLD,Air Falcon,,Pakistan,
RC,FLI,Atlantic Airways,FAROELINE,Faroe Islands,
QH,FLZ,Aero Leasing,AIR FLORIDA,United States,dba Air Florida
,FMT,Air Fret De Mauritanie,,Mauritania,
,FNM,Avio Nord,,Italy,
,FNO,Aeroflota Del Noroeste,RIAZOR,Spain,
,FNX,Aero Fenix,AERO FENIX,France,ICAO code no longer allocated
,FPY,African Company Airlines,AFRICOMPANY,Democratic Republic of the Congo,
,FRJ,Afrijet Airlines,AFRIJET,Nigeria,
,FRK,Afrika Aviation Handlers,AFRIFAST,Kenya,
,FRQ,Afrique Chart'air,CHARTER AFRIQUE,Cameroon,
,FRT,Aerofreight Airlines,,Russia,
,FST,Aeros Limited,FAST TRACK,United Kingdom,ICAO code no longer allocated
,FTC,Air Affaires Tchad,AFFAIRES TCHAD,Chad,
,FTY,ABC Bedarfsflug,FLY TYROL,Austria,
NY,FXI,Air Iceland,FAXI,Iceland,
2P,GAP,Air Philippines,ORIENT PACIFIC,Philippines,
,GAU,Aerogaucho,AEROGAUCHO,Uruguay,
,GBJ,Aero Business Charter,GLOBAL JET,Germany,
,GCF,Aeronor,AEROCARTO,Spain,
,GCK,Aerogem Cargo,AEROGEM,Ghana,defunct
,GFO,Aerov�as del Golfo,AEROVIAS GOLFO,Mexico,
,GGL,Aeron�utica,GIRA GLOBO,Angola,
ZX,GGN,Air Georgian,GEORGIAN,Canada,
,GHL,Aviance,HANDLING,United Kingdom,Gatwick Handling
,GHN,Air Ghana,AIR GHANA,Ghana,
,GIL,African International Transport,AFRICAN TRANSPORT,Guinea,
2U,GIP,Air Guinee Express,FUTURE EXPRESS,Guinea,
,GIZ,Africa Airlines,AFRILENS,Guinea,
,GLL,Air Gemini,TWINS,Angola,
,GLT,Aero Charter,GASLIGHT,United States,
,GME,Aguilas Mayas Internacional,MAYAN EAGLES,Guatemala,
,GMM,Aerotaxis Guamuchil,AEROGUAMUCHIL,Mexico,
,GMS,Aeroservicios Gama,SERVICIOS GAMA,Mexico,
0A,GNT,Amber Air,GINTA,Lithuania,
,GOA,Alberta Government,ALBERTA,Canada,
,GRE,Air Scotland,GREECE AIRWAYS,Greece,
DA,GRG,Air Georgia,AIR GEORGIA,Georgia,
,GRI,Air Cargo Center,,S�o Tom� and Pr�ncipe,
GL,GRL,Air Greenland,GREENLAND,Denmark,
LL,GRO,Allegro,ALLEGRO,Mexico,defunct (IATA code reallocated)
,GRR,Agroar - Trabalhos A�reos,AGROAR,Portugal,
,GRX,Aircompany Grodno,GRODNO,Belarus,
,GSP,Airlift Alaska,GREEN SPEED,United States,
,ITI,AirSwift,AIRSWIFT,Philippines,
,GSV,Agrocentr-Avia,AGRAV,Kazakhstan,
,GTC,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GOLDEN WINGS,Turkey,
5Y,GTI,Atlas Air,GIANT,United States,
,GTP,Aerotaxi Grupo Tampico,GRUPOTAMPICO,Mexico,
,GUA,Aerotaxis de Aguascalientes,AGUASCALIENTES,Mexico,
GG,GUY,Air Guyane,GREEN BIRD,French Guiana,
,GVI,Air Victoria Georgia,IRINA,Georgia,
H9,HAD,Air d'Ayiti,HAITI AVIA,Haiti,
GG,HAH,Air Comores International,AIR COMORES,Comoros,
,HAT,Air Taxi,TAXI BIRD,France,
,HEI,Aerohein,AEROHEIN,Chile,
,HGH,Atlantic Air Lift,HIGHER,France,
,HID,Aviaci�n Ejecutiva De Hildago,EJECUTIVA HIDALGO,Mexico,
,HJA,Air Haiti,AIRHAITI,Haiti,
HD,HLN,Air Holland,ORANGE,Netherlands,defunct
,HJT,Al Rais Cargo,AL-RAIS CARGO,United Arab Emirates,
,HKH,Air-Invest,HAWKHUNGARY,Hungary,
,HMA,Air Tahoma,TAHOMA,United States,ICAO code no longer allocated
,HMT,Air Nova,HAMILTON,United Kingdom,ICAO code no longer allocated
,HOM,Aero Homex,AERO HOMEX,Mexico,
,HPO,Almiron Aviation,ALMIRON,Uganda,
,HQO,Avinor,,Norway,
,HYR,Airlink Airways,HIGHFLYER,Ireland,
8C,HZT,Air Horizon,HORIZON TOGO,Togo,
,IAE,AC Insat-Aero,,Russia,defunct
,ICM,Air Inter Cameroun,INTER-CAMEROUN,Cameroon,
,IFI,Air Lift,HELLAS LIFT,Greece,
,IKM,Aero Survey,EASY SHUTTLE,Ghana,Callsign changed from GHANA SURVEY
,ILK,Aero Airline,ILEK,Kazakhstan,
,IME,Airtime Charters,AIRTIME,United Kingdom,ICAO code no longer allocated
,IMN,Aerotaxis Cimarron,TAXI CIMARRON,Mexico,
,INA,Aero Internacional,AERO-NACIONAL,Mexico,
,ING,Aeroingenieria,AEROINGE,Chile,defunct
,INO,Aeroservicios Intergrados de Norte,INTENOR,Mexico,
,IPL,Airpull Aviation,IPULL,Spain,
,IRD,Arvand Airlines,ARVAND,Iran,
,IRH,Atlas Aviation Group,ATLAS AVIA,Iran,
,IRW,Aram Airline,ARAM,Iran,
,IRX,Aria Tour,ARIA,Iran,
,ITE,Aerotaxi S.R.O.,AEROTAXI,Czech Republic,
,ITF,Avita-Servicos A�reos,AIR AVITA,Angola,
,ITO,Aero Citro,AERO CITRO,Mexico,
,IVE,Air Executive,COMPANY EXEC,Spain,
,IWS,Aviainvest,,Russia,
W9,JAB,Air Bagan,AIR BAGAN,Myanmar,
,JAD,Aerojal,AEROJAL,Mexico,
,JAR,Airlink,AIRLINK,Austria,
,JEE,Ambjek Air Services,AMBJEK AIR,Nigeria,
,UTX,Avfinity,,United States,
,JMR,Alexandair,ALEXANDAIR,Canada,
,JMX,Air Jamaica Express,JAMAICA EXPRESS,Jamaica,
,JOA,Air Swift Aviation,,Australia,
,JOB,Aerojobeni,JOBENI,Mexico,
IP,JOL,Atyrau Air Ways,EDIL,Kazakhstan,
,JPR,Aerosmith Aviation,JASPER,United States,ICAO code no longer allocated
,JTS,Arrendamiento de Aviones Jets,AVIONESJETS,Mexico,
,JUA,Aero Juarez,JUAREZ,Mexico,
QK,JZA,Air Canada Jazz,JAZZ,Canada,
,KAA,Asia Aero Survey and Consulting Engineers,AASCO,Republic of Korea,ICAO code no longer allocated
,KAD,Air Kirovograd,AIR KIROVOGRAD,Ukraine,
,KAM,Air Mach,ICO-AIR,Italy,
,KAV,Air Kufra,AIRKUFRA,Libya,
,KEK,Arkhabay,ARKHABAY,Kazakhstan,ICAO code no longer allocated
,KFK,Aero Charter Krifka,KRIFKA AIR,Austria,
,KFT,Air Kraft Mir,AIR KRAFT MIR,Uzbekistan,
,KGD,Air Concorde,CONCORDE AIR,Bulgaria,
,KHH,Alexandria Airlines,,Egypt,
,KIE,Afit,TWEETY,Germany,
,KKB,Air South,KHAKI BLUE,United States,
KK,KKK,Atlasjet,ATLASJET,Turkey,
,KLB,Air Mali International,TRANS MALI,Mali,
,KLZ,Aerokaluz,AEROKALUZ,Mexico,
JS,KOR,Air Koryo,AIR KORYO,Democratic People's Republic of Korea,
,KOY,Araiavia,ALEKS,Kazakhstan,
,KRE,AeroSucre,AEROSUCRE,Colombia,
,KRT,Air Kokshetau,KOKTA,Kazakhstan,ICAO code no longer allocated
,KSI,Air Kissari,KISSARI,Angola,
,KTN,Aeronavigaciya,AERONAVIGACIYA,Ukraine,
,KVR,Alliance Avia,KAVAIR,Kazakhstan,
,KYC,Av Atlantic,DOLPHIN,United States,
KC,KZR,Air Astana,ASTANALINE,Kazakhstan,
,LAG,Aviation Legacy,AVILEG,Gambia,
,,Aerov�as De Lagos,AEROLAGOS,Mexico,Was LAG
LV,LBC,Albanian Airlines,ALBANIAN,Albania,
,LBI,Albisa,ALBISA,Mexico,
,LBW,Albatros Airways,ALBANWAYS,Albania,
,LDG,Aerol�neas A�reas Ejecutivas De Durango,DURANGO,Mexico,
3S,BOX,Aerologic,GERMAN CARGO,Germany,
,LDN,Al-Donas Airlines,ALDONAS AIR,Nigeria,
,LDR,Aero Lider,AEROLIDER,Mexico,
,LEM,Aleem,,Egypt,
,LET,Aerol�neas Ejecutivas,MEXEJECUTIV,Mexico,
,LFA,Air Alfa,,Turkey,
,LFC,Aero Control Air,LIFE FLIGHT CANADA,Canada,defunct
,LGN,Aerolaguna,AEROLAGUNA,Mexico,
,LHR,Al Ahram Aviation,AL AHRAM,Egypt,
D4,LID,Alidaunia,ALIDA,Italy,
,LIE,Al-Dawood Air,AL-DAWOOD AIR,Nigeria,
,LKP,American Aviation,LAKE POWELL,United States,ICAO code no longer allocated
,LKS,Airlink Solutions,AIRLIN,Spain,
,LKY,Air Solutions,LUCKY,United States,
9I,LLR,Air India Regional,ALLIED,India,
,LMA,Aerolima,AEROLIMA,Mexico,
,LML,Alamia Air,ALAMIA AIR,Libya,ICAO code no longer allocated
,LMP,Air Plus Argentina,AIR FLIGHT,Argentina,
,LMT,Almaty Aviation,ALMATY,Kazakhstan,
,LMX,Aerol�neas Mexicanas J S,LINEAS MEXICANAS,Mexico,
,LMY,Air Almaty,AGLEB,Kazakhstan,
,LMZ,Air Almaty ZK,ALUNK,Kazakhstan,
XL,LNE,Aerolane,AEROLANE,Ecuador,L�neas A�reas Nacionales Del Ecuador
4Z,LNK,Airlink,LINK,South Africa,
,LNT,Aerol�neas Internacionales,LINEAINT,Mexico,
,LOK,Alok Air,ALOK AIR,Sudan,
,LOU,Air Saint Louis,AIR SAINTLOUIS,Senegal,
FL,LPA,Air Leap,LEAP,Sweden,
,LPC,Alpine Aviation,NETSTAR,South Africa,
A6,LPV,Air Alps Aviation,ALPAV,Austria,
,LRO,Alrosa-Avia,ALROSA,Russia,
,LRW,Al Rida Airways,AL RIDA,Mauritania,
,LSK,Aurela,AURELA,Lithuania,
,LSM,Aerobusinessservice,,Russia,defunct
,LSR,Alsair,ALSAIR,France,
,LTI,Aerotaxis Latinoamericanos,LATINO,Mexico,
,LUC,Albinati Aeronautics,ALBINATI,Switzerland,
TD,LUR,Atlantis European Airways,,Armenia,
,LVN,Aliven,ALIVEN,Italy,
,LVR,Aviavilsa,AVIAVILSA,Lithuania,
L8,LXG,Air Luxor GB,LUXOR GOLF,Guinea-Bissau,
LK,LXR,Air Luxor,AIRLUXOR,Portugal,ICAO code no longer allocated
,LYT,Apatas Air,APATAS,Lithuania,
,LZP,Air Ban,DOC AIR,Bulgaria,
,LZR,Air Lazur,LAZUR BEE-GEE,Bulgaria,
,MAM,Aer�dromo De La Mancha,AEROMAN,Spain,
MK,MAU,Air Mauritius,AIRMAURITIUS,Mauritius,
,MBA,Avag Air,AVAG AIR,Austria,
,MBB,Air Manas,AIR MANAS,Kyrgyzstan,
,MBC,Airjet Exploracao Aerea de Carga,MABECO,Angola,
,MBV,Aeriantur-M,AEREM,Moldova,defunct
,MCB,Air Mercia,WESTMID,United Kingdom,
,MCD,Air Medical,AIR MED,United Kingdom,
,MCO,Aerol�neas Marcos,MARCOS,Mexico,
,MDC,Atlantic Aero and Mid-Atlantic Freight,NIGHT SHIP,United States,
MD,MDG,Air Madagascar,AIR MADAGASCAR,Madagascar,
,MDX,Aerosud Charter,MEDAIR,South Africa,
,MEF,Air Meridan,EMPENNAGE,Nigeria,
,MFL,Aero McFly,MCFLY,Mexico,
,MGE,Asia Pacific Airlines,MAGELLAN,United States,
,MGS,Aeromagar,AEROMAGAR,Mexico,
,MIE,Aero Premier De Mexico,AEROPREMIER,Mexico,
9U,MLD,Air Moldova,AIR MOLDOVA,Moldova,
,MLF,Amal Airlines,AMAL,Djibouti,
L9,MLI,Air Mali,AIR MALI,Mali,defunct
,MLN,Air Madeleine,AIR MADELEINE,Canada,
,MMC,Aermarche,AERMARCHE,Italy,
,MMD,Air Alsie,MERMAID,Denmark,
,MMM,Aviation Company Meridian,AVIAMERIDIAN,Russia,
,MMP,AMP Incorporated,AMP-INC,United States,
,MMX,Airmax,PERUMAX,Peru,
,MNE,Aerol�neas Amanecer,AEROAMANECER,Mexico,
,MNG,Aero Mongolia,AERO MONGOLIA,Mongolia,
,MOC,Air Monarch Cargo,MONARCH CARGO,Mexico,
,MOP,Aeropublicitaria De Angola,PUBLICITARIA,Angola,
,MOR,Aerol�neas De Morelia,AEROMORELIA,Mexico,
A7,MPD,Air Plus Comet,RED COMET,Spain,
QO,MPX,Aeromexpress,AEROMEXPRESS,Mexico,
,MQT,Air ITM,MUSKETEER,France,
,MRL,Aeromorelos,AEROMORELOS,Mexico,
,MRM,Aerocharter,MARITIME,Canada,
,MRP,Abas,ABAS,Czech Republic,
MR,MRT,Air Mauritanie,MIKE ROMEO,Mauritania,
,MSC,Air Cairo,,Egypt,
,MSK,Air Sport,AIR SPORT,Bulgaria,
,MSM,Aeromas,AEROMAS EXPRESS,Uruguay,
,MSO,Aerol�neas Mesoamericanas,MESO AMERICANAS,Mexico,
,MSV,Aero-Kamov,AERAFKAM,Russia,
,MTB,Aerotaxis Metropolitanos,AEROMETROPOLIS,Mexico,
,MTE,Aeromet L�nea A�rea,AEROMET,Chile,defunct
,MTK,Air Metack,AIRMETACK,Angola,
,MTY,Air Montegomery,MONTY,United Kingdom,ICAO code no longer allocated
,MXO,Aerotaxi Mexicano,MAXAERO,Mexico,
,MYS,Aero Yaqui Mayo,AERO YAQUI,Mexico,
,MZK,AVC Airlines,,Japan,
,MZL,Aerov�as Montes Azules,MONTES AZULES,Mexico,
3S*,AEN,Aeroland Airways,,Greece,defunct, ICAO code no longer allocated
2V*,,Amtrak,,United States,Train services only
8D*,SUW,Astair,,Russian Federation,Name changed to�Interavia Airlines
F4,NBK,Albarka Air,AL-AIR,Nigeria,
,NCL,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,ANCARGO AIR,Angola,
,NEL,Aero Servicios de Nuevo Laredo,AEROLAREDO,Mexico,
,NGV,Angoavia,ANGOAVIA,Angola,
,NID,Aeroni,AERONI,Mexico,
,NIE,Aeroejecutiva Nieto,AERONIETO,Mexico,
AJ,NIG,Aero Contractors,AEROLINE,Nigeria,
,NKZ,Aerokuzbass,NOVOKUZNETSK,Russia,
,NRS,Atlantic Richfield Company,NORTH SLOPE,United States,
,NSO,Aerol�neas Sosa,SOSA,Honduras,
,NTD,Aero Norte,,Mexico,
,NTV,Air Inter Ivoire,INTER-IVOIRE,Ivory Coast,
,NUL,Aeroservicios De Nuevo Leon,SERVICIOS NUEVOLEON,Mexico,
,NVI,Avial NV�Aviation Company,NEW AVIAL,Russia,
,NWG,Airwing,NORWING,Norway,
,NXA,Air Next,BLUE-DOLPHIN,Japan,
,OAO,Arkhangelsk 2 Aviation Division,DVINA,Russia,
,OGI,Aerogisa,AEROGISA,Mexico,
,OLV,Aerol�neas Olve,OLVE,Mexico,
,OMG,Aeromega,OMEGA,United Kingdom,
,ONR,Air One Nine,EDER,Libya,ICAO code no longer allocated
,ONT,Air Ontario,ONTARIO,Canada,
,ORP,Aerocorp,CORPSA,Mexico,IATA changed to RCP; callsign changed to AEROCORPSA
,ORS,Action Air,AVIATION SERVICE,Italy,ICAO Code no longer allocated
,OSN,Aerosan,AEROSAN,Mexico,
,OSO,Aviapartner Limited Company,,Russia,
,PAJ,Aliparma,ALIPARMA,Italy,
,PBT,Air Parabet,PARABET,Bangladesh,
8Y,PBU,Air Burundi,AIR-BURUNDI,Burundi,
,PCG,Aeropostal Cargo de Mexico,POSTAL CARGO,Mexico,
,PCK,Air Pack Express,AIRPACK EXPRESS,Spain,
,PCS,Air Palace,AIR PALACE,Mexico,
OT,PEL,Aeropelican Air Services,PELICAN,Australia,
,PEV,Peoples Vienna Line,PEOPLES,Austria,
,PFI,Aerol�neas Chihuahua,PACIFICO CHIHUAHUA,Mexico,
,PFT,Air Cargo Express International,PROFREIGHT,United States,
,PHR,Al Farana Airline,PHARAOH,Egypt,
,PHW,Ave.com,PHOENIX SHARJAH,United Arab Emirates,ICAO code no longer allocated
,PIE,Air South West,PIRATE,United Kingdom,
,PIF,Aeroservicios California Pacifico,AEROCALPA,Mexico,
,PKA,AST Pakistan Airways,PAKISTAN AIRWAY,Pakistan,
,PNL,Aero Personal,AEROPERSONAL,Mexico,
,PNU,Aero Servicios Platinum,AERO PLATINUM,Mexico,
,POY,Apoyo A�reo,APOYO AEREO,Mexico,
,PRI,Aerotransportes Privados,AEROPRIV,Mexico,ICAO code in use by another company, call sign no longer allocated
,PRT,Atlantic Coast Jet,PATRIOT,United States,
AD,PRZ,Air Paradise International,RADISAIR,Indonesia,Defunct 2005
,PSE,Aeroservicio Sipse,SIPSE,Mexico,
,PSL,Aeroservicios Corporativos De San Luis,CORSAN,Mexico,
,PVA,Aerotransportes Privados,TRANSPRIVADO,Mexico,
,PZA,A�reo Taxi Paraza,AEREO PARAZA,Mexico,
QD,QCL,Air Class L�neas A�reas,ACLA,Uruguay,
,QEA,Aviation Consultancy Office,,Australia,
,QAT,Aero Taxi,AIR QUASAR,Canada,defunct
,QKC,Aero Taxi Aviation,QUAKER CITY,United States,
,QLA,Aviation Quebec Labrador,QUEBEC LABRADOR,Canada,
QS,QSC,African Safari Airways,ZEBRA,Kenya,
,QUI,Aero Quimmco,QUIMMCO,Mexico,
,RAD,Alada,AIR ALADA,Angola,
,RAI,Aerotur Air,DIASA,Kazakhstan,
,RAP,Air Center Helicopters,RAPTOR,United States,
,RBE,Aur Rum Benin,RUM BENIN,Benin,
,RBJ,Aeroserivios Del Bajio,AEROBAJIO,Mexico,
4Y,RBU,Airbus France,AIRBUS FRANCE,France,
,RBV,Air Roberval,AIR ROBERVAL,Canada,
AG,ARU,Aruba Airlines,ARUBA,Aruba,
,RCC,Air Charters Eelde,RACER,Netherlands,ICAO code and call sign no longer allocated
,RCE,Aerocer,AEROCER,Mexico,
,RCF,Aeroflot-Cargo,AEROFLOT-CARGO,Russia,
MC,RCH,Air Mobility Command,REACH,United States,United States Air Force
,RCI,Air Cassai,AIR CASSAI,Angola,
,RCO,Aero Renta De Coahuila,AEROCOAHUILA,Mexico,
,RCP,Aerocorp,AEROCORPSA,Mexico,
,RCQ,Aerol�neas Regionales,REGIONAL CARGO,Mexico,
,RCU,Atlantic S.L.,AIR COURIER,Spain,
,RCX,Air Service Center,SERVICE CENTER,Italy,
,RDD,Adygeya Airlines,ADLINES,Russia,defunct
,RDM,Air Ada,AIR ADA,Mauritania,
RE,REA,Aer Arann,AER ARANN,Ireland,
,REN,Aero-Rent,AERORENT,Mexico,
,RES,Australian Maritime Safety Authority,RESCUE,Australia,
UU,REU,Air Austral,REUNION,France,
,REY,Aero-Rey,AEROREY,Mexico,
,RFC,Aero Africa,AERO AFRICA,Swaziland,
ZP,AZP,Amaszonas Paraguay,GUARANI,Paraguay,
,RFD,Aerotransportes Rafilher,RAFHILER,Mexico,
,RGO,Argo,ARGOS,Dominican Republic,
,RGT,Airbourne School of Flying,AIRGOAT,United Kingdom,ICAO code no longer allocated
,RHL,Air Archipels,ARCHIPELS,France,
,RIF,Aviation Ministry of the Interior of the Russian Federation,INTERMIN AVIA,Russian Federation,
,RIS,Aeris Gesti�n,AERIS,Spain,
6K,RIT,Asian Spirit,ASIAN SPIRIT,Philippines,
,RJS,Aeroservicios Jet,ASERJET,Mexico,
,RKA,Air Afrique,AIRAFRIC,Ivory Coast,
A5,RLA,Airlinair,AIRLINAIR,France,
,RLK,Air Nelson,,New Zealand,defunct
,RLL,Air Leone,AEROLEONE,Sierra Leone,
QL,RLN,Aero Lanka,AERO LANKA,Sri Lanka,
,RLZ,Air Alize,ALIZE,France,
,RMD,Air Amder,AIR AMDER,Mauritania,
R3,RME,Armenian Airlines,ARMENIAN,Armenia,defunct
MV,RML,Air Mediterranean,HELLASMED,Greece,
,RMO,Arm-Aero,ARM-AERO,Armenia,
,RMX,Air Max,AEROMAX,Bulgaria,
2O,RNE,Air Salone,AIR SALONE,Sierra Leone,
,RNM,Aeronem Air Cargo,AEROMNEM,Ecuador,
,RNR,Air Cargo Masters,RUNNER,United States,
U8,RNV,Armavia,ARMAVIA,Armenia,defunct, ICAO code no longer allocated
,ROE,Aeroeste,ESTE-BOLIVIA,Bolivia,
,ROH,Aero Gen,AEROGEN,Mexico,
,ROI,Avior Airlines,AVIOR,Venezuela,
,ROL,Aeroel Airways,AEROEL,Israel,ICAO code no longer allocated
BQ,ROM,Aeromar Lineas Aereas Dominicanas,BRAVO QUEBEC,Dominican Republic,defunct
,ROO,Aeroitalia,AEROITALIA,Italy,defunct
,ROD,Aerodan,AERODAN,Mexico,
P5,RPB,AeroRep�blica,AEROREPUBLICA,Colombia,
,RPC,Aerol�neas Del Pac�fico,AEROPACSA,Ecuador,
,RRC,Aero Roca,AEROROCA,Mexico,
,RRE,Aerotransportes Internacionales De Torreon,AERO TORREON,Mexico,
,RRM,Acvila Air-Romanian Carrier,AIR ROMANIA,Romania,defunct
,RSC,Aerol�neas Ejecutivas Tarascas,TARASCAS,Mexico,
BF,RSR,Aero-Service,CONGOSERV,Republic of the Congo,
5L,RSU,AeroSur,AEROSUR,Bolivia,
,RTE,Aeronorte,LUZAVIA,Portugal,ICAO code no longer allocated
,RTH,Artis,ARTHELICO,France,
,RTO,Arhabaev Tourism Airlines,ARTOAIR,Kazakhstan,
,RTQ,Air Turquoise,TURQUOISE,France,
,RTU,Aerotucan,AEROTUCAN,Mexico,
,RUD,Air Anastasia,ANASTASIA,Ukraine,
,RUM,Air Rum,AIR RUM,Sierra Leone,
,RUN,ACT Havayollari,CARGO TURK,Turkey,
,RVP,Air VIP,AEROVIP,Portugal,
,RVT,Aircompany Veteran,AIR-VET,Armenia,
,RWB,Alliance Express Rwanda,,Rwanda,
,RWC,Arrow Ecuador Arrowec,ARROWEC,Ecuador,
,RWY,Aerogroup 98 Limited,TYNWALD,United Kingdom,ICAO code no longer allocated
,RXT,Aeroxtra,AERO-EXTRA,Mexico,
,RWS,Air Whitsunday,,Australia,
,RZL,Aero Zambia,AERO ZAMBIA,Zambia,
,RZN,Aero Zano,ZANO,Mexico,
,RZZ,Anoka Air Charter,RED ZONE,United States,
,SBH,Aerosaab,AEROSAAB,Mexico,
,SCD,Associated Aviation,ASSOCIATED,Nigeria,
,SCM,American Jet International,SCREAMER,United States,
EX,SDO,Air Santo Domingo,AERO DOMINGO,Dominican Republic,
,SDP,Aero Sudpacifico,SUDPACIFICO,Mexico,
,SEF,Aero Servicios Ejecutivas Del Pacifico,SERVIPACIFICO,Mexico,
JR,SER,Aero California,AEROCALIFORNIA,Mexico,
,SGV,Aerosegovia,SEGOVIA,Nicaragua,
,SHH,Airshare Holdings,AIRSHARE,United Kingdom,ICAO code no longer allocated
,SIY,Aerosiyusa,SIYUSA,Mexico,
,SIZ,Aero Silza,AEROSILZA,Mexico,
,SJN,Air San Juan,SAN JUAN,United States,
,SKP,Aero-North Aviation Services,SKIPPER,Canada,defunct
,SMI,Aero Sami,SAMI,Mexico,
Z3,SMJ,Avient Aviation,AVAVIA,Zimbabwe,
,SOD,Aerol�neas Sol,ALSOL,Mexico,
,SOE,Air Soleil,AIR SOLEIL,Mauritania,
,SOG,Aero Soga,AEROSOGA,Guinea-Bissau,defunct
,SPD,Airspeed Aviation,SPEEDLINE,Canada,ICAO code no longer allocated
M3,SPJ,Air Service,AIR SKOPJE,Macedonia,
,SPO,Aeroservicios Ejecutivos Del Pacifico,EJECTUIV PACIFICO,Mexico,
,SPY,Asian Aerospace Service,THAI SPACE,Thailand,
,SPZ,Airworld,SPEED SERVICE,South Africa,
,SQR,Alsaqer Aviation,ALSAQER AVIATION,Libya,ICAO code no longer allocated
,SRI,Air Safaris and Services,AIRSAFARI,New Zealand,
,SRV,Aero Servicio Corporativo,SERVICORP,Mexico,
,SSL,Air Sultan,SIERRA SULTAN,Sierra Leone,
,SSM,Aero 1 Pro-Jet,RAPID,Canada,defunct
,SSN,Airquarius Air Charter,SUNSTREAM,South Africa,ICAO code no longer allocated
,STK,Aeropac,SAT PAK,United States,
,STT,Air St. Thomas,PARADISE,United States,
,SUE,Aerol�neas Del Sureste,AEROSURESTE,Mexico,
,SUY,Aerial Surveys (1980) Limited,SURVEY,New Zealand,
GM,SVK,Air Slovakia,SLOVAKIA,Slovakia,ICAO code no longer allocated
,SWH,Adler Aviation,SHOCKWAVE,Canada,
R3,SYL,Aircompany Yakutia,AIR YAKUTIA,Russia,
,SYT,Aerosud Aviation,SKYTRACK,South Africa,
HC,SZN,Air Senegal,AIR SENEGAL,Senegal,
,TAA,Aeroservicios de La Costa,AERO COSTA,Mexico,
VW,TAO,Aeromar,TRANS-AEROMAR,Mexico,
,TBL,Aerotrebol,AEROTREBOL,Mexico,
,TBO,Aero Taxi de Los Cabos,AERO CABOS,Mexico,
JY,TCI,Air Turks and Caicos,KERRMONT,Turks and Caicos Islands,ICAO code no longer allocated
,TCO,Aerotranscolombina de Carga,TRANSCOLOMBIA,Colombia,
,TDG,Air Cargo Express,TURBO DOG,United States,
,TDT,Atlas Helicopters,TRIDENT,United Kingdom,
,TDY,Air Today,AIR TODAY,United States,
,TED,Aero Servicios Azteca,AEROAZTECA,Mexico,
,TIR,Antair,ANTAIR,Mexico,
,TLB,Atlantique Air Assistance,TRIPLE-A,France,
,TLD,Aereo Taxi Autlan,AEREO AUTLAN,Mexico,
,TLE,Aero Util,AEROUTIL,Mexico,
,TLU,Aero Toluca Internactional,AEROTOLUCA,Mexico,
,TME,Aero Taxi del Centro de Mexico,TAXICENTRO,Mexico,
,TOC,Aerotropical,TROPICMEX,Mexico,
,TOH,Air Tomisko,TOMISKO CARGO,Serbia,
CG,TOK,Airlines PNG,BALUS,Papua New Guinea,
,TON,Aero Tonala,AEROTONALA,Mexico,
,TPB,Aero Tropical,AERO TROPICAL,Angola,
TY,TPC,Air Cal�donie,AIRCAL,France,
,TPK,Air Horizon,TCHAD-HORIZON,Chad,
,TPO,Aero Taxi del Potosi,TAXI-POTOSI,Mexico,
,TQS,Aeroturquesa,AEROTURQUESA,Mexico,
,TRH,Airmark Aviation,TRANSTAR,United States,
FL,TRS,AirTran Airways,CITRUS,United States,defunct, last flight 12/30/2014, now part of Southwest Airlines
TS,TSC,Air Transat,AIR TRANSAT,Canada,
,TSQ,airtransse,AIRTRA,Japan,
,TTB,Aerol�neas Tur�sticas del Caribe,AERO TURISTICAS,Mexico,
,TTE,Avcenter,TETON,United States,
,TUN,Air Tungaru,TUNGARU,Kiribati,defunct
EC,TWN,Avialeasing Aviation Company,TWINARROW,Uzbekistan,
,TXD,Aerotaxis del Noroeste,TAXI OESTE,Mexico,
,TXF,Aerotaxis Alfe,ALFE,Mexico,
,TXI,Aereotaxis,AEREOTAXIS,Mexico,
,TZA,Aero Tomza,AERO TOMZA,Mexico,
,TZT,Air Zambezi,ZAMBEZI,Zimbabwe,
,UAG,Afra Airlines,AFRALINE,Ghana,
